"StatID","TeamID","PlayerID","SeasonType","Season","Name","Team","Position","Started","GameID","OpponentID","Opponent","Day","DateTime","HomeOrAway","Minutes","Seconds","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlusMinus"
86145,18,20000879,1,2013,"Nick Collison","OKC","FC",0,3083,7,"PHI","2013-01-04","2013-01-04T20:00:00","HOME",23,22,3,5,60,60,3,5,60,0,0,0,0,0,0,1,2,3,3,1,0,1,4,6,5,60,0
86148,18,20000615,1,2013,"Thabo Sefolosha","OKC","GF",0,3083,7,"PHI","2013-01-04","2013-01-04T20:00:00","HOME",29,45,2,4,50,50,1,2,50,1,2,50,2,2,100,0,3,3,3,1,0,0,1,7,4.88,70,0
86149,18,20000884,1,2013,"Kevin Durant","OKC","F",0,3083,7,"PHI","2013-01-04","2013-01-04T20:00:00","HOME",36,4,8,15,53.3,53.3,7,11,63.6,1,4,25,9,10,90,0,6,6,3,1,0,2,0,26,19.4,66.7,0
86150,18,20000877,1,2013,"Russell Westbrook","OKC","PG",0,3083,7,"PHI","2013-01-04","2013-01-04T20:00:00","HOME",33,37,10,17,58.8,70.6,6,13,46.2,4,4,100,3,4,75,0,3,3,5,1,0,6,0,27,18.76,71.1,0
86168,21,20000635,1,2013,"Mike Conley","MEM","PG",0,3084,19,"POR","2013-01-04","2013-01-04T20:00:00","HOME",32,47,2,8,25,25,2,7,28.6,0,1,0,2,2,100,1,2,3,3,2,0,1,3,6,8.88,33.3,0
86169,21,20000633,1,2013,"Marc Gasol","MEM","C",0,3084,19,"POR","2013-01-04","2013-01-04T20:00:00","HOME",38,6,5,11,45.5,45.5,5,11,45.5,0,0,0,2,2,100,1,5,6,3,3,8,3,2,12,11.88,50,0
86171,21,20000491,1,2013,"Marreese Speights","MEM","FC",0,3084,19,"POR","2013-01-04","2013-01-04T20:00:00","HOME",26,53,7,15,46.7,46.7,7,15,46.7,0,0,0,8,8,100,7,6,13,0,1,0,2,5,22,18.52,59.5,0
86204,17,20000602,1,2013,"Paul Millsap","UTA","FC",0,3086,29,"PHO","2013-01-04","2013-01-04T21:00:00","AWAY",32,32,9,16,56.2,56.2,9,15,60,0,1,0,1,2,50,4,6,10,3,5,0,1,3,19,16.88,55.9,0
86211,29,20000729,1,2013,"Luis Scola","PHO","FC",0,3086,17,"UTA","2013-01-04","2013-01-04T21:00:00","HOME",35,32,7,17,41.2,41.2,7,16,43.8,0,1,0,1,2,50,2,6,8,4,1,3,3,5,15,17.88,41.7,0
86227,27,20000543,1,2013,"Dwight Howard","LAL","FC",0,3087,28,"LAC","2013-01-04","2013-01-04T22:30:00","AWAY",36,13,8,14,57.1,57.1,8,14,57.1,0,0,0,5,11,45.5,4,11,15,0,1,2,4,6,21,18.84,55.3,0
86235,28,20000664,1,2013,"Chris Paul","LAC","PG",0,3087,27,"LAL","2013-01-04","2013-01-04T22:30:00","HOME",41,1,11,25,44,48,10,21,47.6,1,4,25,7,7,100,0,6,6,13,2,0,4,3,30,28.08,53.6,0
86242,9,20000438,1,2013,"Paul Pierce","BOS","F",0,3088,3,"ATL","2013-01-05","2013-01-05T19:00:00","AWAY",36,27,8,20,40,50,5,12,41.7,3,8,37.5,7,9,77.8,4,5,9,5,1,0,1,4,26,23.96,54.2,0
86243,9,20000545,1,2013,"Jason Terry","BOS","G",0,3088,3,"ATL","2013-01-05","2013-01-05T19:00:00","AWAY",25,41,2,8,25,25,2,4,50,0,4,0,0,0,0,0,0,0,3,0,0,0,1,4,8,25,0
86245,9,20000557,1,2013,"Brandon Bass","BOS","FC",0,3088,3,"ATL","2013-01-05","2013-01-05T19:00:00","AWAY",35,41,5,6,83.3,83.3,5,6,83.3,0,0,0,0,0,0,3,1,4,2,3,1,1,1,10,6,83.3,0
86248,9,20000634,1,2013,"Courtney Lee","BOS","GF",0,3088,3,"ATL","2013-01-05","2013-01-05T19:00:00","AWAY",8,38,1,1,100,100,1,1,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,100,0
86254,3,20000546,1,2013,"Josh Smith","ATL","F",0,3088,9,"BOS","2013-01-05","2013-01-05T19:00:00","HOME",43,44,4,18,22.2,22.2,3,13,23.1,1,5,20,3,6,50,2,8,10,5,2,3,6,2,12,20.64,29.3,0
86273,13,20000740,1,2013,"David West","IND","PF",0,3089,15,"MIL","2013-01-05","2013-01-05T19:00:00","HOME",25,6,3,9,33.3,33.3,3,9,33.3,0,0,0,4,6,66.7,0,6,6,3,1,0,0,2,10,11.64,43.5,0
86277,13,20000731,1,2013,"Roy Hibbert","IND","C",0,3089,15,"MIL","2013-01-05","2013-01-05T19:00:00","HOME",30,16,8,16,50,50,8,16,50,0,0,0,4,4,100,11,4,15,0,0,5,2,3,20,17.76,55.6,0
86297,5,20000665,1,2013,"J.J. Redick","ORL","SG",0,3090,6,"NY","2013-01-05","2013-01-05T19:00:00","HOME",27,38,3,10,30,40,0,1,0,3,9,33.3,0,0,0,0,3,3,1,0,0,0,2,9,10,45,0
86335,8,20000586,1,2013,"Joe Johnson","BKN","GF",0,3092,30,"SAC","2013-01-05","2013-01-05T19:30:00","HOME",28,55,6,14,42.9,57.1,3,7,42.9,3,7,42.9,0,0,0,1,1,2,4,0,1,1,1,15,14,53.6,0
86399,24,20000647,1,2013,"Tim Duncan","SA","FC",0,3095,7,"PHI","2013-01-05","2013-01-05T20:30:00","HOME",25,41,7,10,70,70,7,10,70,0,0,0,2,2,100,1,7,8,3,1,4,2,1,16,10.88,72.7,0
86401,24,20000649,1,2013,"Tony Parker","SA","PG",0,3095,7,"PHI","2013-01-05","2013-01-05T20:30:00","HOME",29,4,8,16,50,50,8,14,57.1,0,2,0,4,5,80,1,1,2,5,2,0,0,1,20,18.2,55.6,0
86402,24,20000651,1,2013,"Boris Diaw","SA","FC",0,3095,7,"PHI","2013-01-05","2013-01-05T20:30:00","HOME",15,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,1,0,0
86403,24,20000657,1,2013,"Matt Bonner","SA","FC",0,3095,7,"PHI","2013-01-05","2013-01-05T20:30:00","HOME",14,4,1,2,50,50,1,1,100,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2,2,50,0
86416,17,20000602,1,2013,"Paul Millsap","UTA","FC",0,3096,20,"DEN","2013-01-05","2013-01-05T21:00:00","AWAY",32,50,4,12,33.3,33.3,4,11,36.4,0,1,0,7,9,77.8,3,4,7,3,4,3,4,4,15,15.96,46.9,0
86422,20,20000767,1,2013,"Andre Miller","DEN","G",0,3096,17,"UTA","2013-01-05","2013-01-05T21:00:00","HOME",20,41,4,8,50,50,3,6,50,1,2,50,2,2,100,0,0,0,6,2,0,4,1,11,8.88,61.1,0
86423,20,20000487,1,2013,"Andre Iguodala","DEN","GF",0,3096,17,"UTA","2013-01-05","2013-01-05T21:00:00","HOME",31,12,5,9,55.6,55.6,5,8,62.5,0,1,0,8,11,72.7,0,6,6,2,0,0,3,1,18,13.84,64.3,0
86452,28,20000664,1,2013,"Chris Paul","LAC","PG",0,3097,26,"GS","2013-01-05","2013-01-05T22:30:00","HOME",28,5,10,12,83.3,100,5,6,83.3,5,6,83.3,2,2,100,1,4,5,9,1,0,0,0,27,12.88,103.8,0
86458,18,20000879,1,2013,"Nick Collison","OKC","FC",0,3098,10,"TOR","2013-01-06","2013-01-06T13:00:00","AWAY",20,40,5,7,71.4,71.4,5,7,71.4,0,0,0,0,0,0,4,4,8,0,0,0,1,0,10,7,71.4,0
86461,18,20000615,1,2013,"Thabo Sefolosha","OKC","GF",0,3098,10,"TOR","2013-01-06","2013-01-06T13:00:00","AWAY",24,2,1,5,20,40,0,0,0,1,5,20,0,0,0,0,2,2,2,1,0,0,5,3,5,30,0
86462,18,20000884,1,2013,"Kevin Durant","OKC","F",0,3098,10,"TOR","2013-01-06","2013-01-06T13:00:00","AWAY",38,27,6,11,54.5,63.6,4,6,66.7,2,5,40,8,9,88.9,1,6,7,7,1,1,1,1,22,14.96,73.3,0
86463,18,20000877,1,2013,"Russell Westbrook","OKC","PG",0,3098,10,"TOR","2013-01-06","2013-01-06T13:00:00","AWAY",35,5,8,17,47.1,47.1,7,14,50,1,3,33.3,6,6,100,0,4,4,7,3,0,5,1,23,19.64,59,0
86494,4,20000571,1,2013,"LeBron James","MIA","F",0,3099,1,"WAS","2013-01-06","2013-01-06T18:00:00","HOME",34,57,9,17,52.9,58.8,7,14,50,2,3,66.7,4,4,100,1,1,2,7,0,1,1,0,24,18.76,63.2,0
86495,4,20000771,1,2013,"Chris Bosh","MIA","FC",0,3099,1,"WAS","2013-01-06","2013-01-06T18:00:00","HOME",31,52,6,11,54.5,54.5,6,11,54.5,0,0,0,5,5,100,1,8,9,2,0,4,1,2,17,13.2,65.4,0
86496,4,20000772,1,2013,"Dwyane Wade","MIA","G",0,3099,1,"WAS","2013-01-06","2013-01-06T18:00:00","HOME",29,13,7,14,50,50,7,13,53.8,0,1,0,0,1,0,1,6,7,1,1,1,2,2,14,14.44,48.3,0
86500,4,20000773,1,2013,"Mario Chalmers","MIA","G",0,3099,1,"WAS","2013-01-06","2013-01-06T18:00:00","HOME",25,3,1,7,14.3,28.6,0,2,0,1,5,20,2,2,100,0,4,4,2,1,0,3,1,5,7.88,31.2,0
86535,29,20000729,1,2013,"Luis Scola","PHO","FC",0,3101,21,"MEM","2013-01-06","2013-01-06T20:00:00","HOME",27,12,3,12,25,25,3,12,25,0,0,0,1,2,50,0,6,6,6,1,0,4,3,7,12.88,26.9,0
86525,21,20000635,1,2013,"Mike Conley","MEM","PG",0,3101,29,"PHO","2013-01-06","2013-01-06T20:00:00","AWAY",31,32,3,10,30,30,3,8,37.5,0,2,0,1,2,50,0,0,0,9,4,0,1,0,7,10.88,31.8,0
86526,21,20000633,1,2013,"Marc Gasol","MEM","C",0,3101,29,"PHO","2013-01-06","2013-01-06T20:00:00","AWAY",36,1,5,10,50,50,5,9,55.6,0,1,0,0,0,0,4,8,12,5,2,3,5,5,10,10,50,0
86528,21,20000491,1,2013,"Marreese Speights","MEM","FC",0,3101,29,"PHO","2013-01-06","2013-01-06T20:00:00","AWAY",12,11,3,5,60,60,3,5,60,0,0,0,0,0,0,0,3,3,0,0,1,3,2,6,5,60,0
86544,20,20000767,1,2013,"Andre Miller","DEN","G",0,3102,27,"LAL","2013-01-06","2013-01-06T21:30:00","AWAY",23,43,4,10,40,40,3,9,33.3,1,1,100,3,3,100,0,3,3,10,0,0,1,5,12,11.32,52.2,0
86545,20,20000487,1,2013,"Andre Iguodala","DEN","GF",0,3102,27,"LAL","2013-01-06","2013-01-06T21:30:00","AWAY",37,55,6,14,42.9,57.1,3,9,33.3,3,5,60,0,0,0,0,6,6,7,0,1,1,2,15,14,53.6,0
86558,27,20000543,1,2013,"Dwight Howard","LAL","FC",0,3102,20,"DEN","2013-01-06","2013-01-06T21:30:00","HOME",41,19,6,7,85.7,85.7,6,6,100,0,1,0,2,6,33.3,3,23,26,0,1,4,4,3,14,9.64,73.7,0
86562,18,20000879,1,2013,"Nick Collison","OKC","FC",0,3103,1,"WAS","2013-01-07","2013-01-07T19:00:00","AWAY",16,20,0,0,0,0,0,0,0,0,0,0,1,2,50,0,3,3,1,1,0,0,2,1,0.88,50,0
86565,18,20000615,1,2013,"Thabo Sefolosha","OKC","GF",0,3103,1,"WAS","2013-01-07","2013-01-07T19:00:00","AWAY",29,18,5,7,71.4,85.7,3,4,75,2,3,66.7,2,2,100,1,1,2,1,0,1,0,2,14,7.88,87.5,0
86566,18,20000884,1,2013,"Kevin Durant","OKC","F",0,3103,1,"WAS","2013-01-07","2013-01-07T19:00:00","AWAY",41,19,9,19,47.4,52.6,7,13,53.8,2,6,33.3,9,10,90,0,7,7,8,3,0,4,0,29,23.4,61.7,0
86567,18,20000877,1,2013,"Russell Westbrook","OKC","PG",0,3103,1,"WAS","2013-01-07","2013-01-07T19:00:00","AWAY",39,32,4,17,23.5,23.5,3,11,27.3,1,6,16.7,8,10,80,2,2,4,8,3,0,2,1,17,21.4,39.5,0
86582,9,20000438,1,2013,"Paul Pierce","BOS","F",0,3104,6,"NY","2013-01-07","2013-01-07T19:30:00","AWAY",27,32,10,18,55.6,66.7,7,9,77.8,3,9,33.3,0,0,0,0,3,3,6,1,0,1,5,23,18,63.9,0
86583,9,20000545,1,2013,"Jason Terry","BOS","G",0,3104,6,"NY","2013-01-07","2013-01-07T19:30:00","AWAY",30,40,1,7,14.3,14.3,1,4,25,0,3,0,0,0,0,2,2,4,5,0,0,2,3,2,7,14.3,0
86585,9,20000557,1,2013,"Brandon Bass","BOS","FC",0,3104,6,"NY","2013-01-07","2013-01-07T19:30:00","AWAY",31,49,3,3,100,100,3,3,100,0,0,0,0,0,0,1,2,3,0,0,0,1,1,6,3,100,0
86587,9,20000634,1,2013,"Courtney Lee","BOS","GF",0,3104,6,"NY","2013-01-07","2013-01-07T19:30:00","AWAY",19,58,2,6,33.3,33.3,1,4,25,1,2,50,0,0,0,0,2,2,2,3,0,2,1,5,6,41.7,0
86601,24,20000647,1,2013,"Tim Duncan","SA","FC",0,3105,23,"NO","2013-01-07","2013-01-07T20:00:00","AWAY",25,56,5,14,35.7,35.7,5,14,35.7,0,0,0,3,3,100,4,4,8,1,0,3,5,2,13,15.32,41.9,0
86604,24,20000649,1,2013,"Tony Parker","SA","PG",0,3105,23,"NO","2013-01-07","2013-01-07T20:00:00","AWAY",32,44,7,11,63.6,63.6,7,10,70,0,1,0,2,4,50,0,1,1,3,2,0,5,2,16,12.76,61.5,0
86605,24,20000651,1,2013,"Boris Diaw","SA","FC",0,3105,23,"NO","2013-01-07","2013-01-07T20:00:00","AWAY",20,44,2,5,40,40,2,4,50,0,1,0,1,2,50,1,4,5,3,0,0,1,2,5,5.88,41.7,0
86606,24,20000657,1,2013,"Matt Bonner","SA","FC",0,3105,23,"NO","2013-01-07","2013-01-07T20:00:00","AWAY",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86664,17,20000602,1,2013,"Paul Millsap","UTA","FC",0,3107,25,"DAL","2013-01-07","2013-01-07T21:00:00","HOME",35,1,6,14,42.9,42.9,6,14,42.9,0,0,0,2,2,100,1,8,9,2,2,1,2,5,14,14.88,46.7,0
86671,5,20000665,1,2013,"J.J. Redick","ORL","SG",0,3108,19,"POR","2013-01-07","2013-01-07T22:00:00","AWAY",32,51,11,17,64.7,82.4,5,7,71.4,6,10,60,1,1,100,0,1,1,5,0,1,1,2,29,17.44,82.9,0
86691,21,20000635,1,2013,"Mike Conley","MEM","PG",0,3109,30,"SAC","2013-01-07","2013-01-07T22:00:00","AWAY",32,52,5,11,45.5,54.5,3,6,50,2,5,40,3,4,75,2,3,5,8,1,1,1,3,15,12.76,57.7,0
86692,21,20000633,1,2013,"Marc Gasol","MEM","C",0,3109,30,"SAC","2013-01-07","2013-01-07T22:00:00","AWAY",23,4,3,4,75,75,3,4,75,0,0,0,7,7,100,2,4,6,3,0,2,1,3,13,7.08,92.9,0
86694,21,20000491,1,2013,"Marreese Speights","MEM","FC",0,3109,30,"SAC","2013-01-07","2013-01-07T22:00:00","AWAY",20,17,4,10,40,40,4,10,40,0,0,0,2,2,100,1,4,5,1,0,0,0,3,10,10.88,45.5,0
86714,4,20000571,1,2013,"LeBron James","MIA","F",0,3110,13,"IND","2013-01-08","2013-01-08T19:00:00","AWAY",42,36,10,20,50,50,9,19,47.4,1,1,100,1,4,25,3,7,10,4,1,2,7,2,22,21.76,50,0
86715,4,20000771,1,2013,"Chris Bosh","MIA","FC",0,3110,13,"IND","2013-01-08","2013-01-08T19:00:00","AWAY",36,9,5,10,50,50,5,10,50,0,0,0,4,4,100,1,4,5,3,1,2,1,3,14,11.76,58.3,0
86716,4,20000772,1,2013,"Dwyane Wade","MIA","G",0,3110,13,"IND","2013-01-08","2013-01-08T19:00:00","AWAY",35,45,9,16,56.2,68.8,5,10,50,4,6,66.7,8,10,80,1,4,5,3,0,1,2,3,30,20.4,73.2,0
86719,4,20000773,1,2013,"Mario Chalmers","MIA","G",0,3110,13,"IND","2013-01-08","2013-01-08T19:00:00","AWAY",26,4,1,6,16.7,33.3,0,3,0,1,3,33.3,0,0,0,0,4,4,1,3,0,2,3,3,6,25,0
86721,13,20000740,1,2013,"David West","IND","PF",0,3110,4,"MIA","2013-01-08","2013-01-08T19:00:00","HOME",33,41,6,13,46.2,46.2,5,12,41.7,1,1,100,1,2,50,5,6,11,1,2,0,1,2,14,13.88,50,0
86725,13,20000731,1,2013,"Roy Hibbert","IND","C",0,3110,4,"MIA","2013-01-08","2013-01-08T19:00:00","HOME",29,25,3,12,25,25,3,12,25,0,0,0,0,0,0,9,5,14,1,0,0,1,4,6,12,25,0
86731,8,20000586,1,2013,"Joe Johnson","BKN","GF",0,3111,7,"PHI","2013-01-08","2013-01-08T19:00:00","AWAY",32,38,6,13,46.2,53.8,4,8,50,2,5,40,1,1,100,0,4,4,5,1,1,2,0,15,13.44,55.6,0
86776,29,20000729,1,2013,"Luis Scola","PHO","FC",0,3113,15,"MIL","2013-01-08","2013-01-08T20:00:00","AWAY",30,51,5,12,41.7,41.7,5,12,41.7,0,0,0,2,2,100,3,7,10,1,0,1,2,4,12,12.88,46.2,0
86797,3,20000546,1,2013,"Josh Smith","ATL","F",0,3114,16,"MIN","2013-01-08","2013-01-08T20:00:00","AWAY",37,42,8,14,57.1,64.3,6,10,60,2,4,50,3,5,60,1,12,13,7,1,2,4,1,21,16.2,65.6,0
86816,3,20000546,1,2013,"Josh Smith","ATL","F",0,3115,12,"CLE","2013-01-09","2013-01-09T19:00:00","AWAY",35,53,8,16,50,50,7,11,63.6,1,5,20,0,2,0,3,5,8,4,0,6,2,2,17,16.88,50,0
86856,17,20000602,1,2013,"Paul Millsap","UTA","FC",0,3117,2,"CHA","2013-01-09","2013-01-09T19:00:00","AWAY",26,53,8,12,66.7,66.7,8,12,66.7,0,0,0,3,5,60,2,3,5,5,0,3,1,3,19,14.2,67.9,0
86877,29,20000729,1,2013,"Luis Scola","PHO","FC",0,3118,9,"BOS","2013-01-09","2013-01-09T19:30:00","AWAY",32,38,6,14,42.9,42.9,6,14,42.9,0,0,0,4,7,57.1,4,4,8,4,0,0,3,4,16,17.08,47.1,0
86887,9,20000438,1,2013,"Paul Pierce","BOS","F",0,3118,29,"PHO","2013-01-09","2013-01-09T19:30:00","HOME",23,47,3,10,30,40,2,7,28.6,1,3,33.3,0,0,0,3,4,7,1,1,1,2,2,7,10,35,0
86888,9,20000545,1,2013,"Jason Terry","BOS","G",0,3118,29,"PHO","2013-01-09","2013-01-09T19:30:00","HOME",27,17,6,8,75,75,5,5,100,1,3,33.3,0,0,0,1,4,5,5,1,0,2,1,13,8,81.2,0
86891,9,20000557,1,2013,"Brandon Bass","BOS","FC",0,3118,29,"PHO","2013-01-09","2013-01-09T19:30:00","HOME",26,44,2,8,25,25,2,8,25,0,0,0,2,2,100,2,3,5,1,0,0,1,3,6,8.88,33.3,0
86894,9,20000634,1,2013,"Courtney Lee","BOS","GF",0,3118,29,"PHO","2013-01-09","2013-01-09T19:30:00","HOME",18,58,2,5,40,40,2,4,50,0,1,0,2,4,50,0,0,0,2,3,0,1,1,6,6.76,42.9,0
86946,24,20000647,1,2013,"Tim Duncan","SA","FC",0,3121,27,"LAL","2013-01-09","2013-01-09T20:00:00","HOME",29,4,4,13,30.8,30.8,4,13,30.8,0,0,0,0,0,0,0,7,7,5,0,4,3,0,8,13,30.8,0
86949,24,20000649,1,2013,"Tony Parker","SA","PG",0,3121,27,"LAL","2013-01-09","2013-01-09T20:00:00","HOME",34,48,10,16,62.5,62.5,10,16,62.5,0,0,0,4,5,80,0,3,3,6,3,0,6,1,24,18.2,66.7,0
86950,24,20000651,1,2013,"Boris Diaw","SA","FC",0,3121,27,"LAL","2013-01-09","2013-01-09T20:00:00","HOME",26,38,0,2,0,0,0,2,0,0,0,0,0,0,0,1,6,7,5,2,1,0,0,0,2,0,0
86965,18,20000879,1,2013,"Nick Collison","OKC","FC",0,3122,16,"MIN","2013-01-09","2013-01-09T20:00:00","HOME",17,17,1,2,50,50,1,2,50,0,0,0,4,4,100,3,1,4,1,1,0,0,4,6,3.76,75,0
86968,18,20000615,1,2013,"Thabo Sefolosha","OKC","GF",0,3122,16,"MIN","2013-01-09","2013-01-09T20:00:00","HOME",33,24,4,6,66.7,83.3,2,4,50,2,2,100,0,0,0,0,3,3,3,3,0,2,4,10,6,83.3,0
86969,18,20000884,1,2013,"Kevin Durant","OKC","F",0,3122,16,"MIN","2013-01-09","2013-01-09T20:00:00","HOME",34,5,10,17,58.8,64.7,8,13,61.5,2,4,50,4,4,100,0,8,8,3,3,4,3,2,26,18.76,68.4,0
86970,18,20000877,1,2013,"Russell Westbrook","OKC","PG",0,3122,16,"MIN","2013-01-09","2013-01-09T20:00:00","HOME",30,8,7,14,50,57.1,4,10,40,3,4,75,6,7,85.7,1,7,8,7,1,0,1,1,23,17.08,67.6,0
86977,5,20000665,1,2013,"J.J. Redick","ORL","SG",0,3123,20,"DEN","2013-01-09","2013-01-09T21:00:00","AWAY",31,26,5,13,38.5,53.8,1,5,20,4,8,50,3,3,100,0,2,2,4,0,2,0,1,17,14.32,58.6,0
86986,20,20000767,1,2013,"Andre Miller","DEN","G",0,3123,5,"ORL","2013-01-09","2013-01-09T21:00:00","HOME",28,35,8,12,66.7,66.7,8,12,66.7,0,0,0,2,4,50,1,3,4,4,0,0,1,1,18,13.76,64.3,0
86987,20,20000487,1,2013,"Andre Iguodala","DEN","GF",0,3123,5,"ORL","2013-01-09","2013-01-09T21:00:00","HOME",31,43,4,13,30.8,30.8,3,10,30,1,3,33.3,2,4,50,2,2,4,5,1,0,2,0,11,14.76,36.7,0
86998,21,20000635,1,2013,"Mike Conley","MEM","PG",0,3124,26,"GS","2013-01-09","2013-01-09T22:30:00","AWAY",38,47,6,12,50,50,5,8,62.5,1,4,25,3,4,75,0,2,2,4,3,0,5,2,16,13.76,57.1,0
86999,21,20000633,1,2013,"Marc Gasol","MEM","C",0,3124,26,"GS","2013-01-09","2013-01-09T22:30:00","AWAY",36,47,4,12,33.3,33.3,4,12,33.3,0,0,0,4,5,80,1,8,9,5,1,1,2,2,12,14.2,42.9,0
87001,21,20000491,1,2013,"Marreese Speights","MEM","FC",0,3124,26,"GS","2013-01-09","2013-01-09T22:30:00","AWAY",8,24,3,5,60,60,3,5,60,0,0,0,0,0,0,3,3,6,2,1,0,0,3,6,5,60,0
87031,28,20000664,1,2013,"Chris Paul","LAC","PG",0,3125,25,"DAL","2013-01-09","2013-01-09T22:30:00","HOME",40,10,8,13,61.5,61.5,7,11,63.6,1,2,50,2,2,100,1,4,5,16,2,0,3,2,19,13.88,67.9,0
87046,13,20000740,1,2013,"David West","IND","PF",0,3126,6,"NY","2013-01-10","2013-01-10T20:00:00","HOME",34,26,3,11,27.3,27.3,3,10,30,0,1,0,0,0,0,1,4,5,2,1,2,3,2,6,11,27.3,0
87050,13,20000731,1,2013,"Roy Hibbert","IND","C",0,3126,6,"NY","2013-01-10","2013-01-10T20:00:00","HOME",18,52,1,4,25,25,1,4,25,0,0,0,2,4,50,0,3,3,0,0,2,0,2,4,5.76,33.3,0
87082,4,20000571,1,2013,"LeBron James","MIA","F",0,3128,19,"POR","2013-01-10","2013-01-10T22:30:00","AWAY",42,39,6,16,37.5,37.5,5,11,45.5,1,5,20,2,5,40,0,10,10,9,2,1,4,3,15,18.2,41.7,0
87083,4,20000771,1,2013,"Chris Bosh","MIA","FC",0,3128,19,"POR","2013-01-10","2013-01-10T22:30:00","AWAY",39,4,13,18,72.2,72.2,13,16,81.2,0,2,0,3,5,60,2,2,4,1,2,4,2,5,29,20.2,72.5,0
87084,4,20000772,1,2013,"Dwyane Wade","MIA","G",0,3128,19,"POR","2013-01-10","2013-01-10T22:30:00","AWAY",35,21,6,18,33.3,33.3,6,18,33.3,0,0,0,6,6,100,0,3,3,2,2,0,1,3,18,20.64,43.9,0
87087,4,20000773,1,2013,"Mario Chalmers","MIA","G",0,3128,19,"POR","2013-01-10","2013-01-10T22:30:00","AWAY",18,4,1,2,50,50,1,1,100,0,1,0,0,0,0,0,2,2,3,1,0,1,2,2,2,50,0
87127,17,20000602,1,2013,"Paul Millsap","UTA","FC",0,3130,3,"ATL","2013-01-11","2013-01-11T19:30:00","AWAY",36,23,8,16,50,50,8,15,53.3,0,1,0,4,4,100,3,10,13,5,2,0,1,5,20,17.76,55.6,0
87136,3,20000546,1,2013,"Josh Smith","ATL","F",0,3130,17,"UTA","2013-01-11","2013-01-11T19:30:00","HOME",35,47,7,14,50,50,7,11,63.6,0,3,0,1,4,25,0,10,10,6,0,1,2,0,15,15.76,46.9,0
87154,9,20000438,1,2013,"Paul Pierce","BOS","F",0,3131,22,"HOU","2013-01-11","2013-01-11T19:30:00","HOME",29,14,8,14,57.1,71.4,5,7,71.4,3,7,42.9,4,5,80,0,6,6,3,1,0,2,3,23,16.2,71.9,0
87155,9,20000545,1,2013,"Jason Terry","BOS","G",0,3131,22,"HOU","2013-01-11","2013-01-11T19:30:00","HOME",16,28,1,4,25,50,0,1,0,1,3,33.3,0,0,0,0,3,3,4,2,0,1,2,3,4,37.5,0
87157,9,20000557,1,2013,"Brandon Bass","BOS","FC",0,3131,22,"HOU","2013-01-11","2013-01-11T19:30:00","HOME",26,57,1,3,33.3,33.3,1,3,33.3,0,0,0,2,2,100,1,2,3,1,0,1,2,3,4,3.88,50,0
87160,9,20000634,1,2013,"Courtney Lee","BOS","GF",0,3131,22,"HOU","2013-01-11","2013-01-11T19:30:00","HOME",20,57,5,7,71.4,85.7,3,4,75,2,3,66.7,2,2,100,0,0,0,3,1,1,3,1,14,7.88,87.5,0
87164,29,20000729,1,2013,"Luis Scola","PHO","FC",0,3132,8,"BKN","2013-01-11","2013-01-11T19:30:00","AWAY",27,33,6,12,50,50,6,12,50,0,0,0,0,2,0,4,2,6,1,0,1,1,6,12,12.88,46.2,0
87175,8,20000586,1,2013,"Joe Johnson","BKN","GF",0,3132,29,"PHO","2013-01-11","2013-01-11T19:30:00","HOME",34,55,8,19,42.1,52.6,5,15,33.3,3,4,75,0,0,0,0,4,4,3,1,0,0,1,19,19,50,0
87228,24,20000647,1,2013,"Tim Duncan","SA","FC",0,3135,21,"MEM","2013-01-11","2013-01-11T20:00:00","AWAY",38,55,5,14,35.7,35.7,5,13,38.5,0,1,0,3,4,75,4,11,15,4,0,3,6,3,13,15.76,40.6,0
87231,24,20000649,1,2013,"Tony Parker","SA","PG",0,3135,21,"MEM","2013-01-11","2013-01-11T20:00:00","AWAY",42,17,10,21,47.6,57.1,7,18,38.9,3,3,100,7,7,100,0,1,1,5,0,0,4,4,30,24.08,62.5,0
87232,24,20000651,1,2013,"Boris Diaw","SA","FC",0,3135,21,"MEM","2013-01-11","2013-01-11T20:00:00","AWAY",25,45,3,5,60,60,3,4,75,0,1,0,0,0,0,0,2,2,4,1,0,3,2,6,5,60,0
87233,24,20000657,1,2013,"Matt Bonner","SA","FC",0,3135,21,"MEM","2013-01-11","2013-01-11T20:00:00","AWAY",4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
